title, artist, album, type, year, bpmHuman, bpmFromFile, duration, path, tstart, tend,author, singer, composer, ID, size
Soy Del 90,Lucio Demare,Unknown,tango,1943,0.0,0.0,193920,/home/hoonakker/media/tango-propres-HQ/TANGO/LUCIO DEMARE/1943-Soy Del 90-LUCIO DEMARE-UNKNOWN-TANGO.mp3,0,192667,Carlos Waiss,Raúl Berón,Tito Ribero,1974,1522840
Bailongo De Los Domingos,Lucio Demare,Unknown,tango,1951,0.0,0.0,181896,/home/hoonakker/media/tango-propres-HQ/TANGO/LUCIO DEMARE/1951-Bailongo De Los Domingos-LUCIO DEMARE-UNKNOWN-TANGO.mp3,11178,179710,Francisco García Jiménez,Héctor Alvarado,Oscar Arona,1975,1811032
Corazon No Le Digas A Nadie,Lucio Demare,Unknown,tango,1944,0.0,0.0,154104,/home/hoonakker/media/tango-propres-HQ/TANGO/LUCIO DEMARE/1944-Corazon No Le Digas A Nadie-LUCIO DEMARE-UNKNOWN-TANGO.mp3,71,154081,Luis Castiñeira,Horacio Quintana,Enrique Munné,1976,2094232
Telon,Lucio Demare,Unknown,tango,1938,0.0,0.0,172680,/home/hoonakker/media/tango-propres-HQ/TANGO/LUCIO DEMARE/1938-Telon-LUCIO DEMARE-UNKNOWN-TANGO.mp3,110,168699,Homero Manzi,Juan Carlos Miranda,Lucio Demare,1977,1949004
Color De Rosa,Lucio Demare,Unknown,tango,1941,0.0,0.0,132120,/home/hoonakker/media/tango-propres-HQ/TANGO/LUCIO DEMARE/1941-Color De Rosa-LUCIO DEMARE-UNKNOWN-TANGO.mp3,27,132089,Unnkown,Unnkown,Pedro Polito y Antonio Polito,1978,5285969
Solamente Ella,Lucio Demare,Unknown,tango,1944,0.0,0.0,193200,/home/hoonakker/media/tango-propres-HQ/TANGO/LUCIO DEMARE/1944-Solamente Ella-LUCIO DEMARE-UNKNOWN-TANGO.mp3,0,193180,Homero Manzi,Horacio Quintana,Lucio Demare,1979,7730130
La Racha,Lucio Demare,Unknown,tango,1938,0.0,0.0,158544,/home/hoonakker/media/tango-propres-HQ/TANGO/LUCIO DEMARE/1938-La Racha-LUCIO DEMARE-UNKNOWN-TANGO.mp3,78,151719,Unnkown,Unnkown,Agustín Bardi,1980,2112424
Miranda,Lucio Demare,Unknown,tango,1942,0.0,0.0,172800,/home/hoonakker/media/tango-propres-HQ/TANGO/LUCIO DEMARE/1942-Miranda-LUCIO DEMARE-UNKNOWN-TANGO.mp3,18,172806,Unknown,Unknown,Unknown,1981,6915083
Igual Que Un Bandoneon,Lucio Demare,Unknown,tango,1945,0.0,0.0,182800,/home/hoonakker/media/tango-propres-HQ/TANGO/LUCIO DEMARE/1945-Igual Que Un Bandoneon-LUCIO DEMARE-UNKNOWN-TANGO.mp3,588,180961,Juan Bautista Gatti,Horacio Quintana,José Raúl Iglesias,1982,1937648
No Te Apures Carablanca,Lucio Demare,Unknown,tango,1942,0.0,0.0,210128,/home/hoonakker/media/tango-propres-HQ/TANGO/LUCIO DEMARE/1942-No Te Apures Carablanca-LUCIO DEMARE-UNKNOWN-TANGO.mp3,0,207147,Carlos Bahr,Juan Carlos Miranda,Roberto Garza,1983,2791367
Torrente,Lucio Demare,Unknown,tango,1944,0.0,0.0,191869,/home/hoonakker/media/tango-propres-HQ/TANGO/LUCIO DEMARE/1944-Torrente-LUCIO DEMARE-UNKNOWN-TANGO.mp3,196,188353,Homero Manzi,Horacio Quintana,Hugo Gutiérrez,1984,2040558
Que Solo Estoy,Lucio Demare,Unknown,tango,1943,0.0,0.0,181600,/home/hoonakker/media/tango-propres-HQ/TANGO/LUCIO DEMARE/1943-Que Solo Estoy-LUCIO DEMARE-UNKNOWN-TANGO.mp3,17,181637,Roberto Miró,Raúl Berón,Raúl Kaplún,1985,2436110
Malena,Lucio Demare,Unknown,tango,1942,0.0,0.0,176640,/home/hoonakker/media/tango-propres-HQ/TANGO/LUCIO DEMARE/1-Malena-LUCIO DEMARE-UNKNOWN-TANGO.mp3,293,174865,Homero Manzi,Juan Carlos Miranda,Lucio Demare,1986,2734096
Pepe Nunez,La Viruta,Unknown,tango,0,0.0,0.0,162600,/home/hoonakker/media/tango-propres-HQ/TANGO/LA VIRUTA/0-Pepe Nunez-LA VIRUTA-UNKNOWN-TANGO.mp3,0,158602,Unknown,Unknown,Unknown,1987,2606277
Gricel,Enrique Lucero,Los clásicos argentinos - VOL 25,tango,0,0.0,0.0,147800,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE LUCERO/0-Gricel-ENRIQUE LUCERO-LOS CLASICOS ARGENTINOS - VOL 25-TANGO.mp3,916,144747,Unknown,Unknown,Unknown,1988,2367616
Al Amigo Pablo Rago,Gallo Ramiro Quinteto,Tango - La selection Radio Latina,tango,2007,0.0,0.0,261000,/home/hoonakker/media/tango-propres-HQ/TANGO/GALLO RAMIRO QUINTETO/2007-Al Amigo Pablo Rago-GALLO RAMIRO QUINTETO-TANGO - LA SELECTION RADIO LATINA-TANGO.mp3,0,260489,Unknown,Unknown,Unknown,1989,10444800
La cumparsita (arreglo en vals),The Tango Group arr. Pablo Aslan,Unknown,vals,2002,0.0,0.0,220248,/home/hoonakker/media/tango-propres-HQ/TANGO/THE TANGO GROUP/0-La Cumparsita-THE TANGO GROUP-UNKNOWN-VALS.mp3,0,220219,Pascual Contursi; Enrique Pedro Maroni,None,Gerardo Hernán Matos Rodríguez,1990,8820895
Payador,Fulvio Salamanca,Milongas Solo Milongas,milonga,0,0.0,0.0,159500,/home/hoonakker/media/tango-propres-HQ/TANGO/FULVIO SALAMANCA/0-Payador-FULVIO SALAMANCA-MILONGAS SOLO MILONGAS-MILONGA.mp3,80,102766,Unknown,Unknown,Unknown,1991,1691776
Valse Scandinave,Astrid waltz,Unknown,vals,0,0.0,0.0,123000,/home/hoonakker/media/tango-propres-HQ/TANGO/ASTRID WALTZ/0-valse scandinave-ASTRID WALTZ-UNKNOWN-VALS.mp3,0,123037,Unknown,Unknown,Unknown,1992,1976381
Duo De Amor,Unknown,Va 10% Tango,tango,0,0.0,0.0,300800,/home/hoonakker/media/tango-propres-HQ/TANGO/UNKNOWN/0-Duo De Amor-UNKNOWN-VA 10% TANGO-TANGO.mp3,1943,299484,Unknown,Unknown,Unknown,1993,12034176
Roxanne,Unknown,Unknown,tango,0,0.0,0.0,260900,/home/hoonakker/media/tango-propres-HQ/TANGO/UNKNOWN/0-Roxanne-UNKNOWN-UNKNOWN-TANGO.mp3,0,260963,Unknown,Unknown,Unknown,1994,4189104
Tango Del Vampiro,Unknown,??LOLO,tango,0,0.0,0.0,165500,/home/hoonakker/media/tango-propres-HQ/TANGO/UNKNOWN/0-Tango del Vampiro-UNKNOWN-??LOLO-TANGO.mp3,0,165538,Unknown,Unknown,Unknown,1995,2658014
Malena,Unknown,Letra,tango,0,0.0,0.0,179100,/home/hoonakker/media/tango-propres-HQ/TANGO/UNKNOWN/0-Malena-UNKNOWN-LETRA-TANGO.mp3,1062,177867,Unknown,Unknown,Unknown,1996,2876385
Kangastus,Unknown,Tango around the world,tango,0,0.0,0.0,218800,/home/hoonakker/media/tango-propres-HQ/TANGO/UNKNOWN/0-Kangastus-UNKNOWN-TANGO AROUND THE WORLD-TANGO.mp3,0,218802,Unknown,Unknown,Unknown,1997,3512476
Melingo,Unknown,Unknown,tango,0,0.0,0.0,189500,/home/hoonakker/media/tango-propres-HQ/TANGO/UNKNOWN/0-MELINGO-UNKNOWN-UNKNOWN-TANGO.mp3,0,189492,Unknown,Unknown,Unknown,1998,7583186
Batacazo,Unknown,Unknown,milonga,0,0.0,0.0,183300,/home/hoonakker/media/tango-propres-HQ/TANGO/UNKNOWN/0-Batacazo-UNKNOWN-UNKNOWN-MILONGA.mp3,0,165805,Unknown,Unknown,Unknown,1999,2942262
Adios Nonino,Unknown,Tango Argentino,tango,0,0.0,0.0,260100,/home/hoonakker/media/tango-propres-HQ/TANGO/UNKNOWN/0-Adios Nonino-UNKNOWN-TANGO ARGENTINO-TANGO.mp3,0,259055,Unknown,Unknown,Unknown,2000,10408064
Flores Del Alma,Unknown,Unknown,vals,0,0.0,0.0,147173,/home/hoonakker/media/tango-propres-HQ/TANGO/UNKNOWN/0-Flores del alma-UNKNOWN-UNKNOWN-VALS.mp3,316,142413,Unknown,Unknown,Unknown,2001,2363835
Milonga Triste,Unknown,Unknown,milonga,0,0.0,0.0,168400,/home/hoonakker/media/tango-propres-HQ/TANGO/UNKNOWN/0-Milonga triste-UNKNOWN-UNKNOWN-MILONGA.mp3,0,168402,Unknown,Unknown,Unknown,2002,6738924
Blood Tango,Unknown,Unknown,vals,0,0.0,0.0,226724,/home/hoonakker/media/tango-propres-HQ/TANGO/UNKNOWN/0-Blood Tango-UNKNOWN-UNKNOWN-VALS.mp3,3573,223182,Unknown,Unknown,Unknown,2003,3640773
Le plus beau tango du monde,Tito Henriotti & his Orchestra, vocal unknown,Unknown,tango,1936,0.0,0.0,237800,/home/hoonakker/media/tango-propres-HQ/TANGO/UNKNOWN/0-Tango-UNKNOWN-UNKNOWN-TANGO.mp3,204,235853,
,None,Vincent Scotto, René Sarvil, Henri Alibert; Un de la Canebière),2004,3816633
Preludio En Tristeza Menor,Unknown,Unknown,tango,0,0.0,0.0,292500,/home/hoonakker/media/tango-propres-HQ/TANGO/UNKNOWN/0-Preludio en tristeza menor-UNKNOWN-UNKNOWN-TANGO.mp3,337,286030,Unknown,Unknown,Unknown,2005,4687148
Tango Para Catalina,Unknown,Unknown,tango,0,0.0,0.0,169000,/home/hoonakker/media/tango-propres-HQ/TANGO/UNKNOWN/0-Tango Para Catalina-UNKNOWN-UNKNOWN-TANGO.mp3,0,167464,Unknown,Unknown,Unknown,2006,2708686
Celos,Unknown,Unknown,tango,0,0.0,0.0,216700,/home/hoonakker/media/tango-propres-HQ/TANGO/UNKNOWN/0-Celos-UNKNOWN-UNKNOWN-TANGO.mp3,0,216719,Unknown,Unknown,Unknown,2007,8671836
Tango En Skai,Unknown,Unknown,tango,0,0.0,0.0,131200,/home/hoonakker/media/tango-propres-HQ/TANGO/UNKNOWN/0-Tango en skai-UNKNOWN-UNKNOWN-TANGO.mp3,0,131186,Unknown,Unknown,Unknown,2008,5249940
El Huerfano,Enrique Rodriguez,Unknown,tango,1942,0.0,0.0,188490,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/0-el huerfano-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,0,185622,Francisco García Jiménez,Armando Moreno,Anselmo Aieta,2009,1890462
Jueves,Enrique Rodriguez,Unknown,tango,1951,0.0,0.0,158100,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/0-Jueves-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,34,153649,Unnkown,Unnkown,Udelino Toranzo y Rafael Rossi,2010,2063848
Suerte Loca,Enrique Rodriguez,Unknown,tango,1941,0.0,0.0,157800,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1941-Suerte Loca-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,0,157755,Francisco García Jiménez,Armando Moreno,Anselmo Aieta,2011,6313172
Te Quiero Ver Escopeta,Enrique Rodriguez,Unknown,tango,1939,0.0,0.0,157400,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1939-Te Quiero Ver Escopeta-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,222,154441,Unnkown,Roberto Flores,Unnkown,2012,1830064
La Vi Llegar,Enrique Rodriguez,Unknown,tango,1944,0.0,0.0,181000,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1944-La Vi Llegar-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,263,177416,Julián Centeya,Armando Moreno,Enrique Francini,2013,2332168
Un Tropezon,Enrique Rodriguez,Unknown,tango,1942,0.0,0.0,147240,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1942-Un Tropezon-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,55,144831,Luis Bayón Herrera,Armando Moreno,Raúl De los Hoyos,2014,1762504
Déjame Ser Así,Enrique Rodriguez,Unknown,tango,1938,0.0,0.0,143673,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1938-Déjame Ser Así-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,48,143632,Francisco Gorrindo,Roberto Flores,Enrique Rodríguez,2015,5748213
El Morochito,Enrique Rodriguez,Unknown,tango,1941,0.0,0.0,90100,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1941-El Morochito-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,0,90122,Gerónimo Gradito,Unnkown,Vicente Greco,2016,3607199
Adiós, Adiós Amor,Enrique Rodriguez,Unknown,tango,0,0.0,0.0,210500,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/0-Adiós, Adiós Amor-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,642,207480,Unknown,Unknown,Unknown,2017,3110992
Langosta,Enrique Rodriguez,Unknown,tango,1951,0.0,0.0,196000,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1951-Langosta-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,0,191808,Juan Andrés Bruno,Ricardo Herrera,Juan de Dios Filiberto,2018,3201160
Solita Y Sola,Enrique Rodriguez,Unknown,vals,1942,0.0,0.0,148128,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1942-Solita Y Sola-ENRIQUE RODRIGUEZ-UNKNOWN-VALS.mp3,4,147545,Unnkown,Armando Moreno,Unnkown,2019,5926307
Unknown,Enrique Rodríguez,Unknown,tango,0,0.0,0.0,159000,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1942-Tango Argentino-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,711,154964,Unknown,Unknown,Unknown,2020,1638280
Mi Muñequita,Enrique Rodriguez,Unknown,tango,1937,0.0,0.0,159000,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1937-Mi Muñequita-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,60,155716,Unnkown,Roberto Flores,Unnkown,2021,0
Llorar Por Una Mujer,Enrique Rodriguez,Unknown,tango,1941,0.0,0.0,163800,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1941-Llorar Por Una Mujer-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,118,163835,Enrique Cadícamo,Armando Moreno,Enrique Rodríguez,2022,1767113
Si Soy Asi,Enrique Rodriguez,Unknown,tango,1952,0.0,0.0,150624,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1952-Si Soy Asi-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,0,146061,Antonio Botta,Ricardo Herrera,Francisco Lomuto,2023,1913608
El Huérfano,Enrique Rodriguez,Unknown,tango,1942,0.0,0.0,190249,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1942-El Huérfano-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,0,185838,Francisco García Jiménez,Armando Moreno,Anselmo Aieta,2024,2093232
Tengo Mil Novias,Enrique Rodriguez,Unknown,vals,1939,67.26119544722805,0.0,184868,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1939-Tengo Mil Novias-ENRIQUE RODRIGUEZ-UNKNOWN-VALS.mp3,0,184844,Enrique Cadícamo,Roberto Flores,Enrique Rodríguez,2025,1524543
A Media Luz,Enrique Rodriguez,Unknown,tango,1940,0.0,0.0,129840,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1940-A Media Luz-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,94,126973,Carlos Lenzi,Armando Moreno,Edgardo Donato,2026,1254760
Aquel Silbido,Enrique Rodriguez,Unknown,tango,1943,0.0,0.0,189400,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1943-Aquel Silbido-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,135,186412,Unnkown,Armando Moreno,Unnkown,2027,2627080
Con Tu Mirar,Enrique Rodriguez,Unknown,vals,1941,68.48344944841537,0.0,129880,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1941-Con Tu Mirar-ENRIQUE RODRIGUEZ-UNKNOWN-VALS.mp3,0,129853,Norberto Canosa,Armando Moreno,Eusebio Severo Giorno,2028,5202753
Ya no cantas chingolo (Chingolito),Enrique RODRIGUEZ,Unknown,tango,1943,0.0,0.0,147800,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1943-Ya No Cantas Chingolo-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,291,147816,Edmundo Bianchi,Armando Moreno,Antonio Scatasso,2029,5914782
Yo Tambien Tuve Un Carino,Enrique Rodriguez,Unknown,tango,1942,0.0,0.0,159085,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1942-Yo Tambien Tuve Un Carino-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,0,159053,Enrique Cadícamo,Armando Moreno,Enrique Rodríguez,2030,6364698
Si Un Amor Pasó,Enrique Rodriguez,Unknown,tango,1958,0.0,0.0,173808,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1958-Si Un Amor Pasó-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,559,170560,Roberto Escalada,Armando Moreno,Enrique Rodríguez,2031,2621104
Adios Muchachos,Enrique Rodriguez,Unknown,tango,1945,0.0,0.0,163000,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1945-Adios Muchachos-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,767,163033,César Vedani,Armando Moreno,Julio César Sanders,2032,2440696
Con Permiso Señorita,Enrique Rodriguez,Unknown,tango,1939,0.0,0.0,154700,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1939-Con Permiso Señorita-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,128,151429,Unnkown,Roberto Flores,Unnkown,2033,1796368
No Te Mires En El Rio,Enrique Rodriguez,Unknown,vals,1943,68.69889669257358,0.0,178442,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1943-No Te Mires En El Rio-ENRIQUE RODRIGUEZ-UNKNOWN-VALS.mp3,0,178416,M. López Quiroga,Armando Moreno,Rafael de León,2034,7139039
Adiós Para Siempre,Enrique Rodriguez,Unknown,tango,1943,0.0,0.0,190800,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1943-Adiós Para Siempre-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,51,186752,Nolo López,Armando Moreno,José María Rizzuti,2035,3061144
La Cumparsita,Enrique Rodriguez,Unknown,tango,1953,0.0,0.0,162000,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1953-La Cumparsita-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,0,159128,Pascual Contursi y Enrique Maroni,Unnkown,Gerardo Matos Rodriguez,2036,1467808
Allá en el rancho grande,Orquesta Enrique Rodríguez ,Unknown,tango,1969,0.0,0.0,163100,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/0-Allá En El Rancho Grande-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,4576,160447,Guillermo Posadas, Cruz Montenegro,Guillermo Posadas (arr.),2037,2353631
Chunga Que Si, Chunga Que No,Enrique Rodriguez,Unknown,milonga,1941,109.07321789835204,0.0,145056,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1941-Chunga Que Si, Chunga Que No-ENRIQUE RODRIGUEZ-UNKNOWN-MILONGA.mp3,0,145033,Unnkown,Armando Moreno,Unnkown,2038,2038624
Qué Lo Sepa El Mundo Entero,Enrique Rodriguez,Unknown,tango,1943,0.0,0.0,218200,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1943-Qué Lo Sepa El Mundo Entero-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,0,209262,Unnkown,Armando Moreno,Unnkown,2039,2561389
A Las Tres De La Mañana,Enrique Rodriguez,Unknown,vals,1946,60.693671706121776,0.0,198556,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1946-A Las Tres De La Mañana-ENRIQUE RODRIGUEZ-UNKNOWN-VALS.mp3,904,197418,Unnkown,Unnkown,Unnkown,2040,1891095
A La Huacachina,Enrique Rodriguez,Unknown,tango,1938,0.0,0.0,193440,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1938-A La Huacachina-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,14,193416,Carlos Saco Herrera,Roberto Flores,Francisco Pérez Anampa,2041,7738776
Manos Brujas,Enrique Rodriguez,Unknown,tango,1944,0.0,0.0,165000,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1944-Manos Brujas-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,79,165017,Unnkown,Armando Moreno,Unnkown,2042,2889878
Atención Y Disparar,Enrique Rodriguez,Unknown,tango,1940,0.0,0.0,173700,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1940-Atención Y Disparar-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,0,171323,Unnkown,Armando Moreno,Unnkown,2043,2470792
Naranjo En Flor,Enrique Rodriguez,Unknown,tango,1944,0.0,0.0,165200,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1944-Naranjo En Flor-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,218,159445,Homero Expósito,Armando Moreno,Virgilio Expósito,2044,1830400
Alma De Dios,Enrique Rodriguez,Unknown,tango,0,0.0,0.0,173900,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/0-Alma De Dios-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,0,171127,Unknown,Unknown,Unknown,2045,1886296
La Gayola,Enrique Rodriguez,Unknown,tango,1941,0.0,0.0,186800,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1941-La Gayola-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,0,175895,Armando Tagini,Armando Moreno,Rafael Tuegols,2046,1757828
Rezongando.. Rezongando,Enrique Rodriguez,Unknown,tango,0,0.0,0.0,176500,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/0-Rezongando Rezongando-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,170,173007,Unknown,Unknown,Unknown,2047,1763209
Los Gitanitos,Enrique Rodriguez,Unknown,vals,1942,70.53733855074232,0.0,176483,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1942-Los Gitanitos-ENRIQUE RODRIGUEZ-UNKNOWN-VALS.mp3,0,176439,Unnkown,Armando Moreno,Unnkown,2048,7068713
Manana Por La Manana,Enrique Rodriguez,Unknown,vals,0,69.81526139971123,0.0,169586,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/0-Manana Por La Manana-ENRIQUE RODRIGUEZ-UNKNOWN-VALS.mp3,46,166216,Unknown,Unknown,Unknown,2049,1817260
Traje De Novia,Enrique Rodriguez,Unknown,tango,1945,0.0,0.0,190200,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1945-Traje De Novia-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,7282,183667,Mariano de la Torre,Armando Moreno,Antonio Varela,2050,3009968
Como Has Cambiado Pebeta,Enrique Rodriguez,Unknown,tango,1942,0.0,0.0,158824,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1942-Como Has Cambiado Pebeta-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,80,153121,Rogelio Cordone y Carlos Goicoechea,Armando Moreno,Enrique Rodríguez,2051,2008776
Florida,Enrique Rodriguez,Unknown,tango,1941,0.0,0.0,169300,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1941-Florida-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,45,169251,Antonio Polito,Unnkown,Raimundo Petillo,2052,6773008
Ay Catalina,Enrique Rodriguez,Unknown,milonga,1940,140.3189508161924,0.0,131448,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1940-Ay Catalina_2-ENRIQUE RODRIGUEZ-UNKNOWN-MILONGA.mp3,0,128053,Unnkown,Armando Moreno,Unnkown,2053,1431693
Los Muñequitos,Enrique Rodriguez,Unknown,tango,1943,0.0,0.0,163100,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/0-Los muñequitos-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,153,160273,Oscar Rubens,Armando Moreno,Francisco Pracánico,2054,1634021
Este Es Tu Tango,Enrique Rodriguez,Unknown,tango,1945,0.0,0.0,155500,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1945-Este Es Tu Tango-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,0,154855,Reinaldo Yiso,Armando Moreno,Enrique Mora,2055,2310127
Son Cosas Del Bandoneon,Enrique Rodriguez,Unknown,tango,1939,0.0,0.0,159400,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1939-Son Cosas Del Bandoneon-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,486,159402,Enrique Cadícamo,Roberto Flores,Enrique Rodríguez,2056,6378464
Los Piconeros,Enrique Rodriguez,Unknown,vals,1939,72.8852925847714,0.0,166896,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1939-Los Piconeros-ENRIQUE RODRIGUEZ-UNKNOWN-VALS.mp3,0,163163,Juan Mostazo,Roberto Flores,Ramón Perelló ,2057,1740377
Adios Pilar,Enrique Rodriguez,Unknown,tango,0,0.0,0.0,150000,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/0-Adios Pilar-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,747,148255,Unknown,Unknown,Unknown,2058,2234368
Vuela Vuela Palomita,Enrique Rodriguez,Unknown,tango,1944,0.0,0.0,158200,/home/hoonakker/media/tango-propres-HQ/TANGO/ENRIQUE RODRIGUEZ/1944-Vuela Vuela Palomita-ENRIQUE RODRIGUEZ-UNKNOWN-TANGO.mp3,0,154692,Unnkown,Armando Moreno,Unnkown,2059,1767806
