title, artist, album, type, year, bpmHuman, bpmFromFile, duration, path, tstart, tend,author, singer, composer, ID, size
Aquel Tapado De Armiño,Ignacio Corsini,Tango Buenos Aires (1904-1950) CD2,tango,2001,0.0,0.0,164600,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/2001-Mala Pinta (Mala Estampa)-OSVALDO PUGLIESE-TANGO BUENOS AIRES (1904-1950) CD2-TANGO.mp3,224,160787,Unknown,Unknown,Unknown,1566,6586473
Arrabal,Osvaldo Pugliese,Tango De Colección 02,tango,1974,0.0,0.0,192900,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/2005-Arrabal-OSVALDO PUGLIESE-TANGO DE COLECCION 02-TANGO.mp3,0,188753,Unnkown,Unnkown,José Pascual,1567,4635420
Inspiracion,Osvaldo Pugliese,Nostalgico,tango,0,0.0,0.0,200200,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Inspiracion-OSVALDO PUGLIESE-NOSTALGICO-TANGO.mp3,0,197663,Unknown,Unknown,Unknown,1568,3346553
El Abrojito,Osvaldo Pugliese,Coleccion,tango,1945,0.0,0.0,202861,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1945-El Abrojito-OSVALDO PUGLIESE-COLECCION-TANGO.mp3,12,198168,Jesús Fernández Blanco,Alberto Moran,Luis Bernstein,1569,3250265
El Rodeo,Osvaldo Pugliese,Los Mejores Instrumentales,tango,1943,0.0,0.0,151200,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1943-El Rodeo-OSVALDO PUGLIESE-LOS MEJORES INSTRUMENTALES-TANGO.mp3,404,147194,Unnkown,Unnkown,Agustín Bardi,1570,2474182
El Abrojito,Osvaldo Pugliese,Colleccion,tango,1945,0.0,0.0,202997,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1945-El Abrojito-OSVALDO PUGLIESE-COLLECCION-TANGO.mp3,0,198143,Jesús Fernández Blanco,Alberto Moran,Luis Bernstein,1571,3363488
Ojos Negros,Osvaldo Pugliese,Unknown,tango,1972,0.0,0.0,180600,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1972-Ojos Negros-OSVALDO PUGLIESE-UNKNOWN-TANGO.mp3,0,179723,Pedro Numa Cordoba,Unnkown,Vicente Greco,1572,3057896
A Mis Compañeros,Osvaldo Pugliese,From Argentina to the World,tango,1956,0.0,0.0,216000,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1956-A Mis Compañeros-OSVALDO PUGLIESE-FROM ARGENTINA TO THE WORLD-TANGO.mp3,0,214383,Unnkown,Unnkown,Osvaldo Ruggiero,1573,4323449
Adiós Bardi,Osvaldo Pugliese,Los clásicos argentinos - VOL 18,tango,1944,0.0,0.0,165355,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1944-Adiós Bardi-OSVALDO PUGLIESE-LOS CLASICOS ARGENTINOS - VOL 18-TANGO.mp3,0,164433,Unnkown,Unnkown,Osvaldo Pugliese,1574,2648192
La Yumba,Osvaldo Pugliese,The Best Tangos ,tango,1952,0.0,0.0,166600,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/2003-La Yumba-OSVALDO PUGLIESE-THE BEST TANGOS -TANGO.mp3,0,164692,Unnkown,Unnkown,Osvaldo Pugliese,1575,6668288
Pelele,Osvaldo Pugliese,Los Mejores Instrumentales,tango,1945,0.0,0.0,148700,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1945-Pelele-OSVALDO PUGLIESE-LOS MEJORES INSTRUMENTALES-TANGO.mp3,400,144928,Unnkown,Unnkown,Pedro Maffia,1576,2439906
El Abrojito,Osvaldo Pugliese,Sus Exitos con Alberto Moran,tango,1945,0.0,0.0,201116,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1945-El Abrojito-OSVALDO PUGLIESE-SUS EXITOS CON ALBERTO MORAN-TANGO.mp3,0,198001,Jesús Fernández Blanco,Alberto Moran,Luis Bernstein,1577,3281899
Desde El Alma,Osvaldo Pugliese,26 Valses Quinteto P~Salgan,vals,1979,59.930169409766336,0.0,176431,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1979-Desde El Alma-OSVALDO PUGLIESE-26 VALSES QUINTETO P~SALGAN-VALS.mp3,0,174590,Unknown,Unknown,Unknown,1578,2836798
El Arranque,Osvaldo Pugliese,De Caro Por Pugliese,tango,1944,0.0,0.0,185652,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1944-El Arranque-OSVALDO PUGLIESE-DE CARO POR PUGLIESE-TANGO.mp3,0,182795,Mario César Gomila,Unnkown,Julio De Caro,1579,2983984
Nochero Soy,Osvaldo Pugliese,From Argentina to the World,tango,1956,0.0,0.0,210771,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1956-Nochero Soy-OSVALDO PUGLIESE-FROM ARGENTINA TO THE WORLD-TANGO.mp3,0,209300,Unnkown,Unnkown,Oscar Herrero,1580,4220527
Canaro En Paris,Osvaldo Pugliese,Coleccion Aniversario,tango,1949,0.0,0.0,173400,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Canaro En Paris-OSVALDO PUGLIESE-COLECCION ANIVERSARIO-TANGO.mp3,0,170033,José Scarpino,Unnkown,Juan Caldarella y Alejandro Scarpino,1581,2811396
Don Augustin Bardi,Osvaldo Pugliese,Nostalgico,tango,0,0.0,0.0,221300,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Don Augustin Bardi-OSVALDO PUGLIESE-NOSTALGICO-TANGO.mp3,0,218649,Unknown,Unknown,Unknown,1582,3733278
La Rayuela,Osvaldo Pugliese,La Yumba,tango,1953,0.0,0.0,199885,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1953-La Rayuela-OSVALDO PUGLIESE-LA YUMBA-TANGO.mp3,661,197218,Unnkown,Unnkown,Julio De Caro,1583,4002689
El Pensmiento,Osvaldo Pugliese,Nostalgico,tango,0,0.0,0.0,182600,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-El Pensmiento-OSVALDO PUGLIESE-NOSTALGICO-TANGO.mp3,0,179662,Unknown,Unknown,Unknown,1584,3109153
Derecho Viejo,Osvaldo Pugliese,Recuerdo,tango,1945,0.0,0.0,131495,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1945-Derecho Viejo-OSVALDO PUGLIESE-RECUERDO-TANGO.mp3,0,129300,Gabriel Clausi,Unnkown,Eduardo Arolas,1585,2107436
La Noche Que Me Esperes,Osvaldo Pugliese,26 Valses Quinteto P~Salgan,vals,1952,66.161833440409,0.0,147591,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1952-La Noche Que Me Esperes-OSVALDO PUGLIESE-26 VALSES QUINTETO P~SALGAN-VALS.mp3,0,144279,Unknown,Unknown,Unknown,1587,2400668
Fuimos,Osvaldo Pugliese,Colleccion,tango,1946,0.0,0.0,176274,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1946-Fuimos-OSVALDO PUGLIESE-COLLECCION-TANGO.mp3,0,172992,Homero Manzi,Roberto Chanel,José Dames,1588,2907804
Track 10,Osvaldo Pugliese,Para Bailar A,tango,0,0.0,0.0,172700,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Track 10-OSVALDO PUGLIESE-PARA BAILAR A-TANGO.mp3,4150,166817,Unknown,Unknown,Unknown,1589,2893439
El Andariego,Osvaldo Pugliese,From Argentina to the World,tango,1972,0.0,0.0,201000,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1972-El Andariego-OSVALDO PUGLIESE-FROM ARGENTINA TO THE WORLD-TANGO.mp3,0,198777,Unnkown,Unnkown,Alfredo Gobbi,1590,4022520
Pasional,Osvaldo Pugliese,Tango De Colección 02,tango,1952,0.0,0.0,209471,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1952-Pasional-OSVALDO PUGLIESE-TANGO DE COLECCION 02-TANGO.mp3,0,204970,Mario Soto,Alberto Moran,Jorge Caldara,1591,5034780
Yuyo Verde,Osvaldo Pugliese,Sus Exitos con Alberto Moran,tango,1945,0.0,0.0,165720,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1945-Yuyo Verde-OSVALDO PUGLIESE-SUS EXITOS CON ALBERTO MORAN-TANGO.mp3,0,162481,Homero Expósito,Alberto Moran,Domingo Federico,1592,2738969
Track 08,Osvaldo Pugliese,Recuerdo,tango,0,0.0,0.0,166500,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Track 08-OSVALDO PUGLIESE-RECUERDO-TANGO.mp3,0,164130,Unknown,Unknown,Unknown,1593,2666248
La Yumba,Osvaldo Pugliese,Reliquias,tango,1946,0.0,0.0,164200,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-La Yumba-OSVALDO PUGLIESE-RELIQUIAS-TANGO.mp3,0,164206,Unnkown,Unnkown,Osvaldo Pugliese,1594,2744898
El Monito,Osvaldo Pugliese,Los clásicos argentinos - VOL 15,tango,1945,0.0,0.0,141296,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1945-El Monito-OSVALDO PUGLIESE-LOS CLASICOS ARGENTINOS - VOL 15-TANGO.mp3,317,138127,Juan Carlos Marambio Catán,Unnkown,Julio De Caro,1595,2263168
Pelele,Osvaldo Pugliese,Reliquias,tango,1945,0.0,0.0,147300,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1945-Pelele-OSVALDO PUGLIESE-RELIQUIAS-TANGO.mp3,0,144443,Unnkown,Unnkown,Pedro Maffia,1596,2401752
Mala Estampa (Mala Pinta),Osvaldo Pugliese,De Caro Por Pugliese,tango,1944,0.0,0.0,161802,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1944-Mala Estampa (mala Pinta)-OSVALDO PUGLIESE-DE CARO POR PUGLIESE-TANGO.mp3,0,158689,Unknown,Unknown,Unknown,1597,2608043
Taconeando,Osvaldo Pugliese,Nostalgico,tango,0,0.0,0.0,202700,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Taconeando-OSVALDO PUGLIESE-NOSTALGICO-TANGO.mp3,0,200397,Unknown,Unknown,Unknown,1598,3465462
De Floreo,Osvaldo Pugliese,Instrumentales inolvidables Vol. 2,tango,1950,0.0,0.0,169168,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1950-De Floreo-OSVALDO PUGLIESE-INSTRUMENTALES INOLVIDABLES VOL. 2-TANGO.mp3,0,165760,Unnkown,Unnkown,Julio Carrasco,1599,2790900
La Yumba,Osvaldo Pugliese,Unknown,tango,1952,0.0,0.0,168900,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-La Yumba-OSVALDO PUGLIESE-UNKNOWN-TANGO.mp3,0,164666,Unnkown,Unnkown,Osvaldo Pugliese,1600,2859855
Y No Puedo Olvidarte,Osvaldo Pugliese,Los clásicos argentinos - VOL 13,tango,0,0.0,0.0,168400,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Y No Puedo Olvidarte-OSVALDO PUGLIESE-LOS CLASICOS ARGENTINOS - VOL 13-TANGO.mp3,205,165137,Unknown,Unknown,Unknown,1601,2697344
Entrador,Osvaldo Pugliese,Instrumentales inolvidables Vol. 2,tango,1952,0.0,0.0,182465,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1952-Entrador-OSVALDO PUGLIESE-INSTRUMENTALES INOLVIDABLES VOL. 2-TANGO.mp3,0,182431,Unnkown,Unnkown,Mario Demarco,1602,7299894
Emancipacion,Osvaldo Pugliese,Unknown,tango,1955,0.0,0.0,202500,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1955-Emancipacion-OSVALDO PUGLIESE-UNKNOWN-TANGO.mp3,0,201827,Unnkown,Unnkown,Alfredo Bevilacqua,1603,3378891
Arrabal,Osvaldo Pugliese,From Argentina to the World,tango,1974,0.0,0.0,190900,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Arrabal-OSVALDO PUGLIESE-FROM ARGENTINA TO THE WORLD-TANGO.mp3,0,188909,Unnkown,Unnkown,José Pascual,1604,3821899
Track 03,Osvaldo Pugliese,Recuerdo,tango,0,0.0,0.0,209600,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Track 03-OSVALDO PUGLIESE-RECUERDO-TANGO.mp3,0,207217,Unknown,Unknown,Unknown,1605,3355880
Gallo Ciego,Osvaldo Pugliese,Tango De Colección 02,tango,1959,0.0,0.0,215400,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1959-Gallo Ciego-OSVALDO PUGLIESE-TANGO DE COLECCION 02-TANGO.mp3,0,211662,Unnkown,Unnkown,Agustin Bardi,1606,5174588
Tiny,Osvaldo Pugliese,Tango De Colección 02,tango,1945,0.0,0.0,164200,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1945-Tiny-OSVALDO PUGLIESE-TANGO DE COLECCION 02-TANGO.mp3,87,158050,Unnkown,Unnkown,Pedro Maffia y Julio De Caro,1607,3946415
El Sueño Del Pibe,Osvaldo Pugliese,Los clásicos argentinos - VOL 27,tango,1945,0.0,0.0,176718,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1945-El Sueño Del Pibe-OSVALDO PUGLIESE-LOS CLASICOS ARGENTINOS - VOL 27-TANGO.mp3,710,173996,Reinaldo Yiso,Roberto Chanel,Juan Puey,1608,2830464
El Día Que Me Quieras,Osvaldo Pugliese,From Argentina to the World,tango,0,0.0,0.0,209900,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-El Día Que Me Quieras-OSVALDO PUGLIESE-FROM ARGENTINA TO THE WORLD-TANGO.mp3,0,207824,Unknown,Unknown,Unknown,1609,4200152
Desde El Alma (pugliese),Osvaldo Pugliese,Ausencia,vals,0,57.08457254480068,0.0,177826,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Desde El Alma (pugliese)-OSVALDO PUGLIESE-AUSENCIA-VALS.mp3,0,175361,Unknown,Unknown,Unknown,1610,4272998
El Andariego,Osvaldo Pugliese,Tango De Colección 02,tango,1972,0.0,0.0,202900,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1972-El Andariego-OSVALDO PUGLIESE-TANGO DE COLECCION 02-TANGO.mp3,0,198870,Unnkown,Unnkown,Alfredo Gobbi,1611,4875538
Quejas De Bandoneón,Osvaldo Pugliese,From Argentina to the World,tango,1977,0.0,0.0,250900,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1977-Quejas De Bandoneón-OSVALDO PUGLIESE-FROM ARGENTINA TO THE WORLD-TANGO.mp3,0,249090,Unnkown,Unnkown,Juan de Dios Filiberto,1612,5020920
El Andariego,Osvaldo Pugliese,Coleccion,tango,1972,0.0,0.0,202900,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1972-El Andariego-OSVALDO PUGLIESE-COLECCION-TANGO.mp3,0,198223,Unnkown,Unnkown,Alfredo Gobbi,1613,3248594
Pasional,Osvaldo Pugliese,Coleccion Aniversario,tango,1951,0.0,0.0,200700,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Pasional-OSVALDO PUGLIESE-COLECCION ANIVERSARIO-TANGO.mp3,0,197625,Mario Soto,Alberto Moran,Jorge Caldara,1614,3297138
Chiqué,Osvaldo Pugliese,Tango De Colección 02,tango,1953,0.0,0.0,194100,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1-Chiqué-OSVALDO PUGLIESE-TANGO DE COLECCION 02-TANGO.mp3,0,190453,Ricardo Luis Brignolo,Unnkown,Ricardo Luis Brignolo,1615,4663006
Ojos Negros,Osvaldo Pugliese,Colleccion,tango,1972,0.0,0.0,183000,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1972-Ojos Negros-OSVALDO PUGLIESE-COLLECCION-TANGO.mp3,0,179618,Pedro Numa Cordoba,Unnkown,Vicente Greco,1616,2997879
A Orlando Goñi,Osvaldo Pugliese,Nostalgico,tango,0,0.0,0.0,202100,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-A Orlando Goñi-OSVALDO PUGLIESE-NOSTALGICO-TANGO.mp3,0,199755,Unknown,Unknown,Unknown,1617,3437672
Mal De Amores,Osvaldo Pugliese,Los clásicos argentinos - VOL 3,tango,1946,0.0,0.0,164100,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1946-Mal De Amores-OSVALDO PUGLIESE-LOS CLASICOS ARGENTINOS - VOL 3-TANGO.mp3,851,164040,Lito Bayardo,Unnkown,Pedro Laurenz,1618,2627712
Track 13,Osvaldo Pugliese,Para Bailar 3 A,tango,0,0.0,0.0,208300,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Track 13-OSVALDO PUGLIESE-PARA BAILAR 3 A-TANGO.mp3,538,181107,Unknown,Unknown,Unknown,1619,2977920
Boedo,Osvaldo Pugliese,Tango De Colección 02,tango,1948,0.0,0.0,197097,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1948-Boedo-OSVALDO PUGLIESE-TANGO DE COLECCION 02-TANGO.mp3,0,192590,Dante A. Linyera,Unnkown,Julio De Caro,1620,4737611
El Paladin,Osvaldo Pugliese,Reliquias,tango,1945,0.0,0.0,164571,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1945-El Paladin-OSVALDO PUGLIESE-RELIQUIAS-TANGO.mp3,0,161673,Unnkown,Unnkown,Agustín Bardi,1621,2713240
Track 17,Osvaldo Pugliese,Recuerdo,tango,0,0.0,0.0,186900,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Track 17-OSVALDO PUGLIESE-RECUERDO-TANGO.mp3,0,184712,Unknown,Unknown,Unknown,1622,2993928
 Un Baile A Beneficio,Osvaldo Pugliese,Milonga Vieja Milonga,milonga,0,112.8857197386371,0.0,197903,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0- Un baile a Beneficio-OSVALDO PUGLIESE-MILONGA VIEJA MILONGA-MILONGA.mp3,0,194393,Unknown,Unknown,Unknown,1623,0
Chique,Osvaldo Pugliese,Coleccion Aniversario,tango,1953,0.0,0.0,193900,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Chique-OSVALDO PUGLIESE-COLECCION ANIVERSARIO-TANGO.mp3,0,190485,Ricardo Luis Brignolo,Unnkown,Ricardo Luis Brignolo,1624,3199229
Pata Ancha,Osvaldo Pugliese,From Argentina to the World,tango,1957,0.0,0.0,197600,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1957-Pata Ancha-OSVALDO PUGLIESE-FROM ARGENTINA TO THE WORLD-TANGO.mp3,0,195793,Unnkown,Unnkown,Mario Demarco,1625,3954078
Para Dos,Osvaldo Pugliese,La Yumba,tango,1952,0.0,0.0,171926,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1952-Para Dos-OSVALDO PUGLIESE-LA YUMBA-TANGO.mp3,509,169214,Unnkown,Unnkown,Osvaldo Ruggiero,1626,3443144
La Mariposa,Osvaldo Pugliese,Unknown,tango,1966,0.0,0.0,212300,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-La Mariposa-OSVALDO PUGLIESE-UNKNOWN-TANGO.mp3,0,208799,Celedonio Flores,Unnkown,Pedro Maffia,1627,3557212
Track 12,Osvaldo Pugliese,Para Bailar 3 A,tango,0,0.0,0.0,200700,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Track 12-OSVALDO PUGLIESE-PARA BAILAR 3 A-TANGO.mp3,4895,195573,Unknown,Unknown,Unknown,1628,3295204
Copacabana,Osvaldo Pugliese,De Caro Por Pugliese,tango,1985,0.0,0.0,197500,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1985-Copacabana-OSVALDO PUGLIESE-DE CARO POR PUGLIESE-TANGO.mp3,0,196733,Antonio Rubio Penadés,Unnkown,Julio De Caro,1629,3168513
Track 05,Osvaldo Pugliese,Recuerdo,tango,0,0.0,0.0,193900,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Track 05-OSVALDO PUGLIESE-RECUERDO-TANGO.mp3,0,191705,Unknown,Unknown,Unknown,1630,3104687
La Yumba,Osvaldo Pugliese,EdiciÃ³n Aniversario,tango,1952,0.0,0.0,166100,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-La Yumba-OSVALDO PUGLIESE-EDICIA3N ANIVERSARIO-TANGO.mp3,0,164888,Unnkown,Unnkown,Osvaldo Pugliese,1631,6647936
Demasiado Tarde,Osvaldo Pugliese,Sus Exitos con Alberto Moran,tango,1946,0.0,0.0,171964,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1946-Demasiado Tarde-OSVALDO PUGLIESE-SUS EXITOS CON ALBERTO MORAN-TANGO.mp3,0,168781,Agustín Horacio Delamónica,Alberto Moran,Francisco Troppoli,1632,2933639
Lorenzo,Osvaldo Pugliese,Nostalgico,tango,0,0.0,0.0,173600,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Lorenzo-OSVALDO PUGLIESE-NOSTALGICO-TANGO.mp3,0,171184,Unknown,Unknown,Unknown,1633,2979790
Ilusion Marina,Osvaldo Pugliese,26 Valses Quinteto P~Salgan,vals,1947,73.65368513582469,0.0,126615,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1947-Ilusion Marina-OSVALDO PUGLIESE-26 VALSES QUINTETO P~SALGAN-VALS.mp3,0,123781,Gerónimo Sureda,Alberto Moran,Antonio Sureda,1634,2073188
Gallo Ciego,Osvaldo Pugliese,From Argentina to the World,tango,1959,0.0,0.0,213700,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1959-Gallo Ciego-OSVALDO PUGLIESE-FROM ARGENTINA TO THE WORLD-TANGO.mp3,0,211217,Unnkown,Unnkown,Agustin Bardi,1635,3562760
Track 16,Osvaldo Pugliese,Para Bailar 3 A,tango,0,0.0,0.0,207800,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Track 16-OSVALDO PUGLIESE-PARA BAILAR 3 A-TANGO.mp3,432,186854,Unknown,Unknown,Unknown,1636,3215488
Zum,Osvaldo Pugliese,Bailando Tango,tango,1973,0.0,0.0,193900,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1973-Zum-OSVALDO PUGLIESE-BAILANDO TANGO-TANGO.mp3,0,189267,Unnkown,Unnkown,Astor Piazzolla,1637,7760000
Chique,Osvaldo Pugliese,Unknown,tango,1953,0.0,0.0,190800,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Chique-OSVALDO PUGLIESE-UNKNOWN-TANGO.mp3,0,190073,Ricardo Luis Brignolo,Unnkown,Ricardo Luis Brignolo,1638,3134072
Gallo Ciego,Osvaldo Pugliese,Instrumentales involvidables vol. 3,tango,1959,0.0,0.0,215500,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1959-Gallo Ciego-OSVALDO PUGLIESE-INSTRUMENTALES INVOLVIDABLES VOL. 3-TANGO.mp3,0,211250,Unnkown,Unnkown,Agustin Bardi,1639,3696671
Canaro En Paris,Osvaldo Pugliese,Nostalgico,tango,1965,0.0,0.0,193500,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Canaro En Paris-OSVALDO PUGLIESE-NOSTALGICO-TANGO.mp3,0,190808,José Scarpino,Unnkown,Juan Caldarella y Alejandro Scarpino,1640,3307375
Mentira,Osvaldo Pugliese,Recuerdo,tango,1945,0.0,0.0,166627,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1945-Mentira-OSVALDO PUGLIESE-RECUERDO-TANGO.mp3,0,164668,Celedonio Flores,Alberto Moran,Francisco Pracánico,1641,2670009
Orgullo Criollo,Osvaldo Pugliese,From Argentina to the World,tango,1956,0.0,0.0,196400,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1956-Orgullo Criollo-OSVALDO PUGLIESE-FROM ARGENTINA TO THE WORLD-TANGO.mp3,0,194537,Unnkown,Unnkown,Julio De Caro y Pedro Laurenz,1642,3931090
El Monito,Osvaldo Pugliese,Los Mejores Instrumentales,tango,1945,0.0,0.0,142288,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1945-El Monito-OSVALDO PUGLIESE-LOS MEJORES INSTRUMENTALES-TANGO.mp3,369,138053,Juan Carlos Marambio Catán,Unnkown,Julio De Caro,1643,2342212
La Payanca,Osvaldo Pugliese,Nostalgico,tango,1964,0.0,0.0,173200,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1964-La Payanca-OSVALDO PUGLIESE-NOSTALGICO-TANGO.mp3,0,170825,Jesús Fernández Blanco,Unnkown,Augusto Berto,1644,2873527
Antiguo Reloj De Cobre,Osvaldo Pugliese,Tango De Colección 02,tango,1955,0.0,0.0,153700,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1955-Antiguo Reloj De Cobre-OSVALDO PUGLIESE-TANGO DE COLECCION 02-TANGO.mp3,0,150021,Eduardo Marvezzi,Miguel Montero,Eduardo Marvezzi,1645,3694385
Amurado,Osvaldo Pugliese,Reliquias,tango,1944,0.0,0.0,163604,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1944-Amurado-OSVALDO PUGLIESE-RELIQUIAS-TANGO.mp3,0,160704,José De Grandis,Unnkown,Pedro Maffia y Pedro Laurenz,1646,2649288
La Beba,Osvaldo Pugliese,Instrumentales inolvidables Vol. 2,tango,1972,0.0,0.0,167100,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1972-La Beba-OSVALDO PUGLIESE-INSTRUMENTALES INOLVIDABLES VOL. 2-TANGO.mp3,0,164193,Unnkown,Unnkown,Osvaldo Pugliese,1647,2819840
Mala Junta,Osvaldo Pugliese,De Caro Por Pugliese,tango,1943,0.0,0.0,202000,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Mala Junta-OSVALDO PUGLIESE-DE CARO POR PUGLIESE-TANGO.mp3,0,198914,Juan Velich,Unnkown,Julio De Caro y Pedro Laurenz,1648,3244998
